,IDsensore,DataOra,Misura,Valido
1743,8140,2018-03-18 12:00:00.000,7.8,100
1744,8140,2018-03-18 13:00:00.000,7.8,100
1745,8140,2018-03-18 14:00:00.000,8.2,100
1746,8140,2018-03-18 15:00:00.000,7.1,100
1747,8140,2018-03-18 16:00:00.000,6.2,100
1748,8140,2018-03-18 17:00:00.000,6.4,100
1749,8140,2018-03-18 18:00:00.000,6.6,100
1750,8140,2018-03-18 19:00:00.000,6.2,100
1751,8140,2018-03-18 20:00:00.000,5.3,100
1752,8140,2018-03-18 21:00:00.000,5.3,100
1753,8140,2018-03-18 22:00:00.000,5.3,100
1754,8140,2018-03-18 23:00:00.000,5.2,100
1755,8140,2018-03-19 00:00:00.000,4.9,100
1756,8140,2018-03-19 01:00:00.000,4.7,100
1757,8140,2018-03-19 02:00:00.000,4.6,100
1758,8140,2018-03-19 03:00:00.000,4.0,100
1759,8140,2018-03-19 04:00:00.000,3.5,100
1760,8140,2018-03-19 05:00:00.000,3.3,100
1761,8140,2018-03-19 06:00:00.000,3.0,100
1762,8140,2018-03-19 07:00:00.000,2.3,100
1763,8140,2018-03-19 08:00:00.000,1.9,100
1764,8140,2018-03-19 09:00:00.000,1.7,100
1765,8140,2018-03-19 10:00:00.000,1.4,100
1766,8140,2018-03-19 11:00:00.000,1.6,100
1767,8140,2018-03-19 12:00:00.000,2.4,100
1768,8140,2018-03-19 13:00:00.000,2.7,100
1769,8140,2018-03-19 14:00:00.000,2.6,100
1770,8140,2018-03-19 15:00:00.000,2.6,100
1771,8140,2018-03-19 16:00:00.000,2.5,100
1772,8140,2018-03-19 17:00:00.000,2.5,100
1773,8140,2018-03-19 18:00:00.000,2.2,100
1774,8140,2018-03-19 19:00:00.000,1.4,100
1775,8140,2018-03-19 20:00:00.000,1.5,100
1776,8140,2018-03-19 21:00:00.000,1.5,100
1777,8140,2018-03-19 22:00:00.000,1.7,100
1778,8140,2018-03-19 23:00:00.000,1.8,100
1779,8140,2018-03-20 00:00:00.000,1.8,100
1780,8140,2018-03-20 01:00:00.000,1.8,100
1781,8140,2018-03-20 02:00:00.000,1.3,100
1782,8140,2018-03-20 03:00:00.000,1.1,100
1783,8140,2018-03-20 04:00:00.000,1.4,100
1784,8140,2018-03-20 05:00:00.000,1.3,100
1785,8140,2018-03-20 06:00:00.000,1.5,100
1786,8140,2018-03-20 07:00:00.000,1.7,100
1787,8140,2018-03-20 08:00:00.000,2.1,100
1788,8140,2018-03-20 09:00:00.000,3.0,100
1789,8140,2018-03-20 10:00:00.000,3.6,100
1790,8140,2018-03-20 11:00:00.000,4.7,100
1791,8140,2018-03-20 12:00:00.000,5.4,100
1792,8140,2018-03-20 13:00:00.000,5.3,100
1793,8140,2018-03-20 14:00:00.000,5.6,100
1794,8140,2018-03-20 15:00:00.000,5.6,100
1795,8140,2018-03-20 16:00:00.000,4.8,100
1796,8140,2018-03-20 17:00:00.000,4.7,100
1797,8140,2018-03-20 18:00:00.000,4.8,100
1798,8140,2018-03-20 19:00:00.000,4.9,100
1799,8140,2018-03-20 20:00:00.000,4.7,100
1800,8140,2018-03-20 21:00:00.000,3.1,100
1801,8140,2018-03-20 22:00:00.000,2.5,100
1802,8140,2018-03-20 23:00:00.000,2.0,100
1803,8140,2018-03-21 00:00:00.000,1.9,100
1804,8140,2018-03-21 01:00:00.000,1.8,100
1805,8140,2018-03-21 02:00:00.000,2.5,100
1806,8140,2018-03-21 03:00:00.000,2.6,100
1807,8140,2018-03-21 04:00:00.000,2.4,100
1808,8140,2018-03-21 05:00:00.000,2.2,100
1809,8140,2018-03-21 06:00:00.000,1.9,100
1810,8140,2018-03-21 07:00:00.000,1.7,100
1811,8140,2018-03-21 08:00:00.000,2.1,100
1812,8140,2018-03-21 09:00:00.000,3.8,100
1813,8140,2018-03-21 10:00:00.000,4.2,100
1814,8140,2018-03-21 11:00:00.000,4.6,100
1815,8140,2018-03-21 12:00:00.000,5.5,100
1816,8140,2018-03-21 13:00:00.000,6.1,100
1817,8140,2018-03-21 14:00:00.000,6.5,100
1818,8140,2018-03-21 15:00:00.000,7.1,100
1819,8140,2018-03-21 16:00:00.000,7.4,100
1820,8140,2018-03-21 17:00:00.000,6.5,100
1821,8140,2018-03-21 18:00:00.000,5.8,100
1822,8140,2018-03-21 19:00:00.000,4.9,100
1823,8140,2018-03-21 20:00:00.000,4.3,100
1824,8140,2018-03-21 21:00:00.000,4.1,100
1825,8140,2018-03-21 22:00:00.000,3.1,100
1826,8140,2018-03-21 23:00:00.000,1.5,100
1827,8140,2018-03-22 00:00:00.000,2.0,100
1828,8140,2018-03-22 01:00:00.000,0.8,100
1829,8140,2018-03-22 02:00:00.000,0.7,100
1830,8140,2018-03-22 03:00:00.000,1.6,100
1831,8140,2018-03-22 04:00:00.000,1.3,100
1832,8140,2018-03-22 05:00:00.000,0.6,100
1833,8140,2018-03-22 06:00:00.000,-0.5,100
1834,8140,2018-03-22 07:00:00.000,-1.4,100
1835,8140,2018-03-22 08:00:00.000,0.1,100
1836,8140,2018-03-22 09:00:00.000,2.1,100
1837,8140,2018-03-22 10:00:00.000,3.8,100
1838,8140,2018-03-22 11:00:00.000,5.1,100
1839,8140,2018-03-22 12:00:00.000,6.0,100
1840,8140,2018-03-22 13:00:00.000,6.8,100
1841,8140,2018-03-22 14:00:00.000,7.7,100
1842,8140,2018-03-22 15:00:00.000,8.3,100
1843,8140,2018-03-22 16:00:00.000,8.3,100
1844,8140,2018-03-22 17:00:00.000,7.9,100
1845,8140,2018-03-22 18:00:00.000,6.5,100
1846,8140,2018-03-22 19:00:00.000,5.0,100
1847,8140,2018-03-22 20:00:00.000,4.1,100
1848,8140,2018-03-22 21:00:00.000,2.3,100
1849,8140,2018-03-22 22:00:00.000,1.3,100
1850,8140,2018-03-22 23:00:00.000,0.8,100
1851,8140,2018-03-23 00:00:00.000,0.5,100
1852,8140,2018-03-23 01:00:00.000,0.7,100
1853,8140,2018-03-23 02:00:00.000,0.9,100
1854,8140,2018-03-23 03:00:00.000,0.9,100
1855,8140,2018-03-23 04:00:00.000,0.5,100
1856,8140,2018-03-23 05:00:00.000,0.5,100
1857,8140,2018-03-23 06:00:00.000,0.9,100
1858,8140,2018-03-23 07:00:00.000,1.5,100
1859,8140,2018-03-23 08:00:00.000,2.5,100
1860,8140,2018-03-23 09:00:00.000,4.5,100
1861,8140,2018-03-23 10:00:00.000,6.2,100
1862,8140,2018-03-23 11:00:00.000,7.5,100
1863,8140,2018-03-23 12:00:00.000,8.6,100
1864,8140,2018-03-23 13:00:00.000,9.5,100
1865,8140,2018-03-23 14:00:00.000,9.9,100
1866,8140,2018-03-23 15:00:00.000,10.1,100
1867,8140,2018-03-23 16:00:00.000,10.0,100
1868,8140,2018-03-23 17:00:00.000,9.6,100
1869,8140,2018-03-23 18:00:00.000,8.3,100
1870,8140,2018-03-23 19:00:00.000,6.3,100
1871,8140,2018-03-23 20:00:00.000,4.3,100
1872,8140,2018-03-23 21:00:00.000,3.6,100
1873,8140,2018-03-23 22:00:00.000,3.4,100
1874,8140,2018-03-23 23:00:00.000,5.0,100
1875,8140,2018-03-24 00:00:00.000,5.3,100
1876,8140,2018-03-24 01:00:00.000,4.0,100
1877,8140,2018-03-24 02:00:00.000,2.2,100
1878,8140,2018-03-24 03:00:00.000,1.9,100
1879,8140,2018-03-24 04:00:00.000,2.5,100
1880,8140,2018-03-24 05:00:00.000,3.0,100
1881,8140,2018-03-24 06:00:00.000,3.2,100
1882,8140,2018-03-24 07:00:00.000,3.1,100
1883,8140,2018-03-24 08:00:00.000,4.8,100
1884,8140,2018-03-24 09:00:00.000,7.0,100
1885,8140,2018-03-24 10:00:00.000,8.1,100
1886,8140,2018-03-24 11:00:00.000,7.7,100
1887,8140,2018-03-24 12:00:00.000,7.9,100
1888,8140,2018-03-24 13:00:00.000,8.4,100
1889,8140,2018-03-24 14:00:00.000,8.8,100
1890,8140,2018-03-24 15:00:00.000,9.3,100
1891,8140,2018-03-24 16:00:00.000,9.3,100
1892,8140,2018-03-24 17:00:00.000,8.9,100
1893,8140,2018-03-24 18:00:00.000,8.5,100
1894,8140,2018-03-24 19:00:00.000,7.0,100
1895,8140,2018-03-24 20:00:00.000,6.2,100
1896,8140,2018-03-24 21:00:00.000,6.3,100
1897,8140,2018-03-24 22:00:00.000,6.9,100
1898,8140,2018-03-24 23:00:00.000,6.5,100
1899,8140,2018-03-25 00:00:00.000,5.7,100
1900,8140,2018-03-25 01:00:00.000,5.1,100
1901,8140,2018-03-25 02:00:00.000,5.0,100
1902,8140,2018-03-25 03:00:00.000,4.7,100
1903,8140,2018-03-25 04:00:00.000,4.5,100
1904,8140,2018-03-25 05:00:00.000,4.3,100
1905,8140,2018-03-25 06:00:00.000,4.2,100
1906,8140,2018-03-25 07:00:00.000,4.3,100
1907,8140,2018-03-25 08:00:00.000,4.8,100
1908,8140,2018-03-25 09:00:00.000,5.9,100
1909,8140,2018-03-25 10:00:00.000,6.9,100
1910,8140,2018-03-25 11:00:00.000,8.1,100
1911,8140,2018-03-25 12:00:00.000,8.8,100
1912,8140,2018-03-25 13:00:00.000,9.6,100
1913,8140,2018-03-25 14:00:00.000,10.4,100
1914,8140,2018-03-25 15:00:00.000,10.4,100
1915,8140,2018-03-25 16:00:00.000,9.5,100
1916,8140,2018-03-25 17:00:00.000,9.1,100
1917,8140,2018-03-25 18:00:00.000,8.3,100
1918,8140,2018-03-25 19:00:00.000,6.5,100
1919,8140,2018-03-25 20:00:00.000,4.4,100
1920,8140,2018-03-25 21:00:00.000,3.5,100
1921,8140,2018-03-25 22:00:00.000,3.1,100
1922,8140,2018-03-25 23:00:00.000,2.8,100
1923,8140,2018-03-26 00:00:00.000,2.7,100
1924,8140,2018-03-26 01:00:00.000,2.2,100
1925,8140,2018-03-26 02:00:00.000,1.9,100
1926,8140,2018-03-26 03:00:00.000,1.6,100
1927,8140,2018-03-26 04:00:00.000,1.4,100
1928,8140,2018-03-26 05:00:00.000,1.4,100
1929,8140,2018-03-26 06:00:00.000,1.4,100
1930,8140,2018-03-26 07:00:00.000,1.6,100
1931,8140,2018-03-26 08:00:00.000,3.8,100
1932,8140,2018-03-26 09:00:00.000,7.3,100
1933,8140,2018-03-26 10:00:00.000,9.7,100
1934,8140,2018-03-26 11:00:00.000,11.3,100
1935,8140,2018-03-26 12:00:00.000,12.2,100
1936,8140,2018-03-26 13:00:00.000,13.2,100
1937,8140,2018-03-26 14:00:00.000,13.7,100
1938,8140,2018-03-26 15:00:00.000,13.9,100
1939,8140,2018-03-26 16:00:00.000,13.3,100
1940,8140,2018-03-26 17:00:00.000,12.8,100
1941,8140,2018-03-26 18:00:00.000,12.1,100
1942,8140,2018-03-26 19:00:00.000,11.0,100
1943,8140,2018-03-26 20:00:00.000,9.3,100
1944,8140,2018-03-26 21:00:00.000,8.4,100
1945,8140,2018-03-26 22:00:00.000,7.9,100
1946,8140,2018-03-26 23:00:00.000,7.7,100
1947,8140,2018-03-27 00:00:00.000,7.7,100
1948,8140,2018-03-27 01:00:00.000,7.2,100
1949,8140,2018-03-27 02:00:00.000,6.2,100
1950,8140,2018-03-27 03:00:00.000,6.3,100
1951,8140,2018-03-27 04:00:00.000,6.1,100
1952,8140,2018-03-27 05:00:00.000,5.4,100
1953,8140,2018-03-27 06:00:00.000,5.5,100
1954,8140,2018-03-27 07:00:00.000,5.1,100
1955,8140,2018-03-27 08:00:00.000,7.6,100
1956,8140,2018-03-27 09:00:00.000,10.3,100
1957,8140,2018-03-27 10:00:00.000,12.3,100
1958,8140,2018-03-27 11:00:00.000,13.3,100
1959,8140,2018-03-27 12:00:00.000,14.4,100
1960,8140,2018-03-27 13:00:00.000,14.7,100
1961,8140,2018-03-27 14:00:00.000,14.9,100
1962,8140,2018-03-27 15:00:00.000,14.4,100
1963,8140,2018-03-27 16:00:00.000,12.8,100
1964,8140,2018-03-27 17:00:00.000,12.8,100
1965,8140,2018-03-27 18:00:00.000,12.8,100
1966,8140,2018-03-27 19:00:00.000,10.6,100
1967,8140,2018-03-27 20:00:00.000,8.7,100
1968,8140,2018-03-27 21:00:00.000,8.2,100
1969,8140,2018-03-27 22:00:00.000,9.4,100
1970,8140,2018-03-27 23:00:00.000,9.2,100
1971,8140,2018-03-28 00:00:00.000,8.7,100
1972,8140,2018-03-28 01:00:00.000,7.5,100
1973,8140,2018-03-28 02:00:00.000,5.6,100
1974,8140,2018-03-28 03:00:00.000,5.3,100
1975,8140,2018-03-28 04:00:00.000,4.5,100
1976,8140,2018-03-28 05:00:00.000,3.8,100
1977,8140,2018-03-28 06:00:00.000,3.4,100
1978,8140,2018-03-28 07:00:00.000,3.5,100
1979,8140,2018-03-28 08:00:00.000,5.5,100
1980,8140,2018-03-28 09:00:00.000,8.0,100
1981,8140,2018-03-28 10:00:00.000,10.1,100
1982,8140,2018-03-28 11:00:00.000,11.4,100
1983,8140,2018-03-28 12:00:00.000,12.4,100
1984,8140,2018-03-28 13:00:00.000,13.5,100
1985,8140,2018-03-28 14:00:00.000,14.5,100
1986,8140,2018-03-28 15:00:00.000,15.0,100
1987,8140,2018-03-28 16:00:00.000,14.6,100
1988,8140,2018-03-28 17:00:00.000,13.8,100
1989,8140,2018-03-28 18:00:00.000,13.1,100
1990,8140,2018-03-28 19:00:00.000,12.5,100
1991,8140,2018-03-28 20:00:00.000,11.8,100
1992,8140,2018-03-28 21:00:00.000,11.5,100
1993,8140,2018-03-28 22:00:00.000,10.9,100
1994,8140,2018-03-28 23:00:00.000,9.3,100
1995,8140,2018-03-29 00:00:00.000,9.0,100
1996,8140,2018-03-29 01:00:00.000,8.8,100
1997,8140,2018-03-29 02:00:00.000,8.5,100
1998,8140,2018-03-29 03:00:00.000,8.2,100
1999,8140,2018-03-29 04:00:00.000,8.2,100
2000,8140,2018-03-29 05:00:00.000,8.3,100
2001,8140,2018-03-29 06:00:00.000,7.8,100
2002,8140,2018-03-29 07:00:00.000,7.7,100
2003,8140,2018-03-29 08:00:00.000,8.6,100
2004,8140,2018-03-29 09:00:00.000,9.4,100
2005,8140,2018-03-29 10:00:00.000,9.8,100
2006,8140,2018-03-29 11:00:00.000,9.8,100
2007,8140,2018-03-29 12:00:00.000,9.2,100
2008,8140,2018-03-29 13:00:00.000,8.8,100
2009,8140,2018-03-29 14:00:00.000,8.8,100
2010,8140,2018-03-29 15:00:00.000,8.9,100
2011,8140,2018-03-29 16:00:00.000,9.2,100
2012,8140,2018-03-29 17:00:00.000,9.3,100
2013,8140,2018-03-29 18:00:00.000,9.5,100
2014,8140,2018-03-29 19:00:00.000,9.4,100
2015,8140,2018-03-29 20:00:00.000,9.3,100
2016,8140,2018-03-29 21:00:00.000,9.2,100
2017,8140,2018-03-29 22:00:00.000,9.1,100
2018,8140,2018-03-29 23:00:00.000,9.4,100
2019,8140,2018-03-30 00:00:00.000,9.3,100
2020,8140,2018-03-30 01:00:00.000,8.9,100
2021,8140,2018-03-30 02:00:00.000,8.7,100
2022,8140,2018-03-30 03:00:00.000,8.9,100
2023,8140,2018-03-30 04:00:00.000,9.5,100
2024,8140,2018-03-30 05:00:00.000,10.3,100
2025,8140,2018-03-30 06:00:00.000,10.3,100
2026,8140,2018-03-30 07:00:00.000,10.4,100
2027,8140,2018-03-30 08:00:00.000,10.7,100
2028,8140,2018-03-30 09:00:00.000,11.8,100
2029,8140,2018-03-30 10:00:00.000,12.2,100
2030,8140,2018-03-30 11:00:00.000,13.2,100
2031,8140,2018-03-30 12:00:00.000,14.6,100
2032,8140,2018-03-30 13:00:00.000,15.9,100
2033,8140,2018-03-30 14:00:00.000,14.9,100
2034,8140,2018-03-30 15:00:00.000,15.2,100
2035,8140,2018-03-30 16:00:00.000,15.8,100
2036,8140,2018-03-30 17:00:00.000,15.5,100
2037,8140,2018-03-30 18:00:00.000,14.8,100
2038,8140,2018-03-30 19:00:00.000,13.3,100
2039,8140,2018-03-30 20:00:00.000,11.9,100
2040,8140,2018-03-30 21:00:00.000,11.7,100
2041,8140,2018-03-30 22:00:00.000,11.8,100
2042,8140,2018-03-30 23:00:00.000,11.2,100
2043,8140,2018-03-31 00:00:00.000,10.4,100
2044,8140,2018-03-31 01:00:00.000,10.0,100
2045,8140,2018-03-31 02:00:00.000,9.9,100
2046,8140,2018-03-31 03:00:00.000,10.3,100
2047,8140,2018-03-31 04:00:00.000,9.5,100
2048,8140,2018-03-31 05:00:00.000,8.6,100
2049,8140,2018-03-31 06:00:00.000,7.8,100
2050,8140,2018-03-31 07:00:00.000,7.5,100
2051,8140,2018-03-31 08:00:00.000,8.3,100
2052,8140,2018-03-31 09:00:00.000,10.2,100
2053,8140,2018-03-31 10:00:00.000,11.2,100
2054,8140,2018-03-31 11:00:00.000,10.9,100
2055,8140,2018-03-31 12:00:00.000,10.2,100
2056,8140,2018-03-31 13:00:00.000,8.2,100
2057,8140,2018-03-31 14:00:00.000,8.5,100
2058,8140,2018-03-31 15:00:00.000,7.5,100
2059,8140,2018-03-31 16:00:00.000,7.0,100
2060,8140,2018-03-31 17:00:00.000,7.1,100
2061,8140,2018-03-31 18:00:00.000,7.3,100
2062,8140,2018-03-31 19:00:00.000,6.8,100
2063,8140,2018-03-31 20:00:00.000,6.3,100
2064,8140,2018-03-31 21:00:00.000,6.0,100
2065,8140,2018-03-31 22:00:00.000,6.1,100
2066,8140,2018-03-31 23:00:00.000,5.8,100
2067,8140,2018-04-01 00:00:00.000,5.3,100
2068,8140,2018-04-01 01:00:00.000,4.8,100
2069,8140,2018-04-01 02:00:00.000,4.8,100
2070,8140,2018-04-01 03:00:00.000,5.3,100
2071,8140,2018-04-01 04:00:00.000,4.8,100
2072,8140,2018-04-01 05:00:00.000,5.4,100
2073,8140,2018-04-01 06:00:00.000,6.0,100
2074,8140,2018-04-01 07:00:00.000,4.7,100
2075,8140,2018-04-01 08:00:00.000,6.5,100
2076,8140,2018-04-01 09:00:00.000,10.0,100
2077,8140,2018-04-01 10:00:00.000,12.8,100
2078,8140,2018-04-01 11:00:00.000,14.1,100
2079,8140,2018-04-01 12:00:00.000,14.3,100
2080,8140,2018-04-01 13:00:00.000,15.5,100
2081,8140,2018-04-01 14:00:00.000,16.8,100
2082,8140,2018-04-01 15:00:00.000,16.8,100
2083,8140,2018-04-01 16:00:00.000,16.3,100
2084,8140,2018-04-01 17:00:00.000,16.1,100
2085,8140,2018-04-01 18:00:00.000,15.3,100
2086,8140,2018-04-01 19:00:00.000,13.3,100
2087,8140,2018-04-01 20:00:00.000,10.1,100
2088,8140,2018-04-01 21:00:00.000,8.1,100
2089,8140,2018-04-01 22:00:00.000,7.4,100
2090,8140,2018-04-01 23:00:00.000,8.0,100
2091,8140,2018-04-02 00:00:00.000,7.8,100
2092,8140,2018-04-02 01:00:00.000,8.6,100
2093,8140,2018-04-02 02:00:00.000,6.7,100
2094,8140,2018-04-02 03:00:00.000,6.5,100
2095,8140,2018-04-02 04:00:00.000,5.5,100
2096,8140,2018-04-02 05:00:00.000,4.9,100
2097,8140,2018-04-02 06:00:00.000,4.5,100
2098,8140,2018-04-02 07:00:00.000,5.1,100
2099,8140,2018-04-02 08:00:00.000,7.8,100
2100,8140,2018-04-02 09:00:00.000,11.3,100
2101,8140,2018-04-02 10:00:00.000,13.6,100
2102,8140,2018-04-02 11:00:00.000,14.8,100
2103,8140,2018-04-02 12:00:00.000,15.3,100
2104,8140,2018-04-02 13:00:00.000,15.5,100
2105,8140,2018-04-02 14:00:00.000,15.7,100
2106,8140,2018-04-02 15:00:00.000,15.5,100
2107,8140,2018-04-02 16:00:00.000,15.0,100
2108,8140,2018-04-02 17:00:00.000,14.5,100
2109,8140,2018-04-02 18:00:00.000,14.1,100
2110,8140,2018-04-02 19:00:00.000,12.9,100
2111,8140,2018-04-02 20:00:00.000,11.1,100
2112,8140,2018-04-02 21:00:00.000,10.3,100
2113,8140,2018-04-02 22:00:00.000,9.8,100
2114,8140,2018-04-02 23:00:00.000,9.6,100
2115,8140,2018-04-03 00:00:00.000,8.6,100
2116,8140,2018-04-03 01:00:00.000,8.9,100
2117,8140,2018-04-03 02:00:00.000,9.4,100
2118,8140,2018-04-03 03:00:00.000,8.5,100
2119,8140,2018-04-03 04:00:00.000,7.8,100
2120,8140,2018-04-03 05:00:00.000,7.1,100
2121,8140,2018-04-03 06:00:00.000,6.7,100
2122,8140,2018-04-03 07:00:00.000,6.9,100
2123,8140,2018-04-03 08:00:00.000,9.3,100
2124,8140,2018-04-03 09:00:00.000,10.1,100
2125,8140,2018-04-03 10:00:00.000,10.5,100
2126,8140,2018-04-03 11:00:00.000,11.1,100
2127,8140,2018-04-03 12:00:00.000,12.3,100
2128,8140,2018-04-03 13:00:00.000,13.4,100
2129,8140,2018-04-03 14:00:00.000,13.5,100
2130,8140,2018-04-03 15:00:00.000,13.7,100
2131,8140,2018-04-03 16:00:00.000,13.4,100
2132,8140,2018-04-03 17:00:00.000,12.9,100
2133,8140,2018-04-03 18:00:00.000,11.8,100
2134,8140,2018-04-03 19:00:00.000,9.6,100
2135,8140,2018-04-03 20:00:00.000,8.3,100
2136,8140,2018-04-03 21:00:00.000,8.3,100
2137,8140,2018-04-03 22:00:00.000,8.3,100
2138,8140,2018-04-03 23:00:00.000,8.1,100
2139,8140,2018-04-04 00:00:00.000,8.3,100
2140,8140,2018-04-04 01:00:00.000,7.8,100
2141,8140,2018-04-04 02:00:00.000,7.5,100
2142,8140,2018-04-04 03:00:00.000,7.6,100
2143,8140,2018-04-04 04:00:00.000,7.5,100
2144,8140,2018-04-04 05:00:00.000,7.4,100
2145,8140,2018-04-04 06:00:00.000,7.0,100
2146,8140,2018-04-04 07:00:00.000,7.1,100
2147,8140,2018-04-04 08:00:00.000,7.0,100
2148,8140,2018-04-04 09:00:00.000,7.3,100
2149,8140,2018-04-04 10:00:00.000,7.7,100
2150,8140,2018-04-04 11:00:00.000,7.9,100
2151,8140,2018-04-04 12:00:00.000,8.2,100
2152,8140,2018-04-04 13:00:00.000,8.8,100
2153,8140,2018-04-04 14:00:00.000,9.4,100
2154,8140,2018-04-04 15:00:00.000,9.9,100
2155,8140,2018-04-04 16:00:00.000,9.7,100
2156,8140,2018-04-04 17:00:00.000,9.6,100
2157,8140,2018-04-04 18:00:00.000,10.2,100
2158,8140,2018-04-04 19:00:00.000,10.4,100
2159,8140,2018-04-04 20:00:00.000,10.4,100
2160,8140,2018-04-04 21:00:00.000,10.6,100
2161,8140,2018-04-04 22:00:00.000,10.4,100
2162,8140,2018-04-04 23:00:00.000,9.5,100
2163,8140,2018-04-05 00:00:00.000,9.4,100
2164,8140,2018-04-05 01:00:00.000,9.5,100
2165,8140,2018-04-05 02:00:00.000,9.3,100
2166,8140,2018-04-05 03:00:00.000,9.3,100
2167,8140,2018-04-05 04:00:00.000,8.9,100
2168,8140,2018-04-05 05:00:00.000,8.8,100
2169,8140,2018-04-05 06:00:00.000,8.8,100
2170,8140,2018-04-05 07:00:00.000,8.8,100
2171,8140,2018-04-05 08:00:00.000,9.0,100
2172,8140,2018-04-05 09:00:00.000,9.1,100
2173,8140,2018-04-05 10:00:00.000,9.6,100
2174,8140,2018-04-05 11:00:00.000,12.4,100
2175,8140,2018-04-05 12:00:00.000,13.8,100
2176,8140,2018-04-05 13:00:00.000,13.1,100
2177,8140,2018-04-05 14:00:00.000,14.0,100
2178,8140,2018-04-05 15:00:00.000,14.7,100
2179,8140,2018-04-05 16:00:00.000,14.4,100
2180,8140,2018-04-05 17:00:00.000,15.0,100
2181,8140,2018-04-05 18:00:00.000,14.2,100
2182,8140,2018-04-05 19:00:00.000,13.1,100
2183,8140,2018-04-05 20:00:00.000,12.0,100
2184,8140,2018-04-05 21:00:00.000,10.5,100
2185,8140,2018-04-05 22:00:00.000,9.0,100
2186,8140,2018-04-05 23:00:00.000,8.7,100
2187,8140,2018-04-06 00:00:00.000,8.9,100
2188,8140,2018-04-06 01:00:00.000,8.5,100
2189,8140,2018-04-06 02:00:00.000,8.4,100
2190,8140,2018-04-06 03:00:00.000,8.7,100
2191,8140,2018-04-06 04:00:00.000,8.7,100
2192,8140,2018-04-06 05:00:00.000,8.3,100
2193,8140,2018-04-06 06:00:00.000,7.0,100
2194,8140,2018-04-06 07:00:00.000,9.0,100
2195,8140,2018-04-06 08:00:00.000,10.8,100
2196,8140,2018-04-06 09:00:00.000,13.5,100
2197,8140,2018-04-06 10:00:00.000,15.0,100
2198,8140,2018-04-06 11:00:00.000,14.7,100
2199,8140,2018-04-06 12:00:00.000,15.7,100
2200,8140,2018-04-06 13:00:00.000,16.8,100
2201,8140,2018-04-06 14:00:00.000,17.7,100
2202,8140,2018-04-06 15:00:00.000,16.4,100
2203,8140,2018-04-06 16:00:00.000,15.9,100
2204,8140,2018-04-06 17:00:00.000,15.9,100
2205,8140,2018-04-06 18:00:00.000,15.7,100
2206,8140,2018-04-06 19:00:00.000,14.3,100
2207,8140,2018-04-06 20:00:00.000,12.4,100
2208,8140,2018-04-06 21:00:00.000,11.1,100
2209,8140,2018-04-06 22:00:00.000,10.4,100
2210,8140,2018-04-06 23:00:00.000,10.0,100
2211,8140,2018-04-07 00:00:00.000,10.0,100
2212,8140,2018-04-07 01:00:00.000,9.8,100
2213,8140,2018-04-07 02:00:00.000,9.8,100
2214,8140,2018-04-07 03:00:00.000,9.3,100
2215,8140,2018-04-07 04:00:00.000,9.3,100
2216,8140,2018-04-07 05:00:00.000,8.7,100
2217,8140,2018-04-07 06:00:00.000,8.3,100
2218,8140,2018-04-07 07:00:00.000,9.1,100
2219,8140,2018-04-07 08:00:00.000,10.2,100
2220,8140,2018-04-07 09:00:00.000,12.2,100
2221,8140,2018-04-07 10:00:00.000,13.4,100
2222,8140,2018-04-07 11:00:00.000,13.7,100
2223,8140,2018-04-07 12:00:00.000,14.3,100
2224,8140,2018-04-07 13:00:00.000,15.1,100
2225,8140,2018-04-07 14:00:00.000,15.8,100
2226,8140,2018-04-07 15:00:00.000,15.5,100
2227,8140,2018-04-07 16:00:00.000,15.5,100
2228,8140,2018-04-07 17:00:00.000,15.6,100
2229,8140,2018-04-07 18:00:00.000,14.9,100
2230,8140,2018-04-07 19:00:00.000,13.3,100
2231,8140,2018-04-07 20:00:00.000,11.9,100
2232,8140,2018-04-07 21:00:00.000,11.5,100
2233,8140,2018-04-07 22:00:00.000,10.8,100
2234,8140,2018-04-07 23:00:00.000,10.3,100
2235,8140,2018-04-08 00:00:00.000,11.3,100
2236,8140,2018-04-08 01:00:00.000,12.4,100
2237,8140,2018-04-08 02:00:00.000,11.1,100
2238,8140,2018-04-08 03:00:00.000,10.3,100
2239,8140,2018-04-08 04:00:00.000,9.3,100
2240,8140,2018-04-08 05:00:00.000,9.8,100
2241,8140,2018-04-08 06:00:00.000,9.7,100
2242,8140,2018-04-08 07:00:00.000,9.9,100
2243,8140,2018-04-08 08:00:00.000,11.9,100
2244,8140,2018-04-08 09:00:00.000,13.5,100
2245,8140,2018-04-08 10:00:00.000,15.1,100
2246,8140,2018-04-08 11:00:00.000,15.8,100
2247,8140,2018-04-08 12:00:00.000,16.3,100
2248,8140,2018-04-08 13:00:00.000,16.4,100
2249,8140,2018-04-08 14:00:00.000,17.0,100
2250,8140,2018-04-08 15:00:00.000,17.4,100
2251,8140,2018-04-08 16:00:00.000,17.3,100
2252,8140,2018-04-08 17:00:00.000,16.9,100
2253,8140,2018-04-08 18:00:00.000,16.1,100
2254,8140,2018-04-08 19:00:00.000,14.8,100
2255,8140,2018-04-08 20:00:00.000,12.7,100
2256,8140,2018-04-08 21:00:00.000,11.4,100
2257,8140,2018-04-08 22:00:00.000,10.9,100
2258,8140,2018-04-08 23:00:00.000,11.0,100
2259,8140,2018-04-09 00:00:00.000,12.3,100
